query_no,query,author,doc_no,Melanie,Manushi,Nidhi,Final
151801,what caused world war 2,Melanie,https://en.wikipedia.org/wiki/World_war,1,1,1,1
151801,what caused world war 2,Melanie,https://en.wikipedia.org/wiki/Global_war,1,1,0,1
151801,what caused world war 2,Melanie,https://en.wikipedia.org/wiki/World_wars,1,1,0,1
151801,what caused world war 2,Melanie,https://en.wikipedia.org/wiki/World_War,1,1,0,1
151801,what caused world war 2,Melanie,https://en.wikipedia.org/wiki/World_Wars,1,1,0,1
151801,what caused world war 2,Melanie,http://en.wikipedia.org/wiki/World_War_I_casualties,0,0,0,0
151801,what caused world war 2,Melanie,http://en.wikipedia.org/wiki/German_casualties_in_World_War_I,0,0,0,0
151801,what caused world war 2,Melanie,http://en.wikipedia.org/wiki/Effects_of_the_Cold_War,0,0,0,0
151801,what caused world war 2,Melanie,https://en.wikipedia.org/wiki/The_Origins_of_the_Second_World_War,1,1,0,1
151801,what caused world war 2,Melanie,https://en.wikipedia.org/wiki/Fourth_Geneva_Convention,0,0,0,0
151801,what caused world war 2,Melanie,https://en.wikipedia.org/wiki/Eddystone_explosion,0,0,0,0
151801,what caused world war 2,Melanie,https://en.wikipedia.org/wiki/Historiography_of_World_War_II,2,2,2,2
151801,what caused world war 2,Melanie,https://en.wikipedia.org/wiki/Rape_of_Belgium,0,0,0,0
151801,what caused world war 2,Melanie,https://en.wikipedia.org/wiki/The_Rape_of_Belgium,0,0,0,0
151801,what caused world war 2,Melanie,https://en.wikipedia.org/wiki/Peace_Pledge_Union,0,0,0,0
151801,what caused world war 2,Melanie,https://en.wikipedia.org/wiki/War_on_Want,0,0,0,0
151801,what caused world war 2,Melanie,https://en.wikipedia.org/wiki/Russian_winter,0,0,0,0
151801,what caused world war 2,Melanie,https://en.wikipedia.org/wiki/General_Winter,0,0,0,0
151801,what caused world war 2,Melanie,https://en.wikipedia.org/wiki/Russian_Winter,0,0,0,0
151801,what caused world war 2,Melanie,https://en.wikipedia.org/wiki/Blockade_of_Germany,0,0,0,0
151801,what caused world war 2,Melanie,https://en.wikipedia.org/wiki/Time_War_(Doctor_Who),0,0,0,0
151801,what caused world war 2,Melanie,https://en.wikipedia.org/wiki/Great_Time_War,0,0,0,0
151801,what caused world war 2,Melanie,https://en.wikipedia.org/wiki/Attrition_warfare,0,0,0,0
151801,what caused world war 2,Melanie,https://en.wikipedia.org/wiki/War_of_attrition,0,0,0,0
151801,what caused world war 2,Melanie,https://en.wikipedia.org/wiki/Battle_of_attrition,0,0,0,0
151801,what caused world war 2,Melanie,http://en.wikipedia.org/wiki/The_New_World_Order_(Wells_book),0,0,0,0
151801,what caused world war 2,Melanie,https://en.wikipedia.org/wiki/List_of_military_slang_terms,0,0,0,0
151801,what caused world war 2,Melanie,https://en.wikipedia.org/wiki/War_Resisters_League,0,0,0,0
151801,what caused world war 2,Melanie,http://www.history.com/news/world-war-ii-end-events,0,1,2,2
151801,what caused world war 2,Melanie,https://en.wikipedia.org/wiki/Bombing_of_Dublin_in_World_War_II,0,1,2,2
151801,what caused world war 2,Melanie,https://en.wikipedia.org/wiki/End_of_the_world_(fiction),0,0,0,0
151801,what caused world war 2,Melanie,https://en.wikipedia.org/wiki/Petroleum_in_the_United_States,0,0,0,0
151801,what caused world war 2,Melanie,https://en.wikipedia.org/wiki/Oil_industry_in_the_United_States,0,0,0,0
151801,what caused world war 2,Melanie,http://en.wikipedia.org/wiki/Article_231_of_the_Treaty_of_Versailles,0,0,0,0
151801,what caused world war 2,Melanie,http://en.wikipedia.org/wiki/War_guilt,0,0,0,0
151801,what caused world war 2,Melanie,http://en.wikipedia.org/wiki/War_Guilt_Clause,0,0,0,0
151801,what caused world war 2,Melanie,https://en.wikipedia.org/wiki/World_War_II_Online,0,0,1,1
151801,what caused world war 2,Melanie,https://en.wikipedia.org/wiki/Interwar_unemployment_and_poverty_in_the_United_Kingdom,1,0,0,1
151801,what caused world war 2,Melanie,https://en.wikipedia.org/wiki/World_War_III_(DC_Comics),0,0,0,0
151801,what caused world war 2,Melanie,https://en.wikipedia.org/wiki/List_of_German_World_War_II_jet_aces,0,1,1,1
151801,what caused world war 2,Melanie,https://www.history.co.uk/article/what-if-america-had-won-the-vietnam-war,0,0,0,0
151801,what caused world war 2,Melanie,https://en.wikipedia.org/wiki/United_States_military_anti-plant_research,0,1,0,1
151801,what caused world war 2,Melanie,http://en.wikipedia.org/wiki/German_casualties_in_World_War_II,1,1,1,1
151801,what caused world war 2,Melanie,https://en.wikipedia.org/wiki/World_War_II_casualties_of_Poland,1,1,1,1
151801,what caused world war 2,Melanie,https://en.wikipedia.org/wiki/International_Union_of_Students,0,0,0,0
151801,what caused world war 2,Melanie,https://en.wikipedia.org/wiki/Union_Internationale_des_%C3%89tudiants,0,0,0,0
151801,what caused world war 2,Melanie,http://en.wikipedia.org/wiki/World_War_III_in_popular_culture,0,0,0,0
151801,what caused world war 2,Melanie,https://en.wikipedia.org/wiki/Battle_of_Cape_Sarych,0,0,0,0
151801,what caused world war 2,Melanie,https://en.wikipedia.org/wiki/World_Zionist_Congress,0,0,0,0
151801,what caused world war 2,Melanie,http://en.wikipedia.org/wiki/Petroleum_in_the_United_States,0,0,0,0
151801,what caused world war 2,Melanie,https://en.wikipedia.org/wiki/Incident_at_Petrich,0,0,0,0
151801,what caused world war 2,Melanie,http://en.wikipedia.org/wiki/The_War_of_the_Worlds_(1984_video_game),0,0,0,0
151801,what caused world war 2,Melanie,https://en.wikipedia.org/wiki/Switzerland_during_World_War_II,1,1,1,1
151801,what caused world war 2,Melanie,https://en.wikipedia.org/wiki/Switzerland_during_the_World_Wars,0,1,0,1
151801,what caused world war 2,Melanie,https://en.wikipedia.org/wiki/Demographics_of_the_Soviet_Union,0,0,0,0
151801,what caused world war 2,Melanie,https://en.wikipedia.org/wiki/Demography_of_the_Soviet_Union,0,0,0,0
151801,what caused world war 2,Melanie,http://en.wikipedia.org/wiki/List_of_heritage_sites_damaged_during_the_Syrian_Civil_War,0,0,0,0
151801,what caused world war 2,Melanie,http://en.wikipedia.org/wiki/World_War_II_casualties_of_Poland,1,1,1,1
151801,what caused world war 2,Melanie,https://en.wikipedia.org/wiki/History_of_the_Jews_in_the_Southern_United_States,0,0,0,0
151801,what caused world war 2,Melanie,https://en.wikipedia.org/wiki/Alaska_Statehood_Act,0,0,0,0
151801,what caused world war 2,Melanie,https://en.wikipedia.org/wiki/Chemical_weapons_and_the_United_Kingdom,0,1,0,1
151801,what caused world war 2,Melanie,https://www.history.co.uk/article/the-death-of-the-doodlebug-the-rise-and-fall-of-hitler%25E2%2580%2599s-v-weapons,1,1,0,1
151801,what caused world war 2,Melanie,https://en.wikipedia.org/wiki/Droughts_and_famines_in_Russia_and_the_Soviet_Union,0,0,0,0
151801,what caused world war 2,Melanie,https://en.wikipedia.org/wiki/Josef_Beran,0,0,0,0
151801,what caused world war 2,Melanie,http://en.wikipedia.org/wiki/Causes_of_deforestation,0,0,0,0
151801,what caused world war 2,Melanie,https://en.wikipedia.org/wiki/World_War_I_casualties,0,0,0,0
151801,what caused world war 2,Melanie,https://en.wikipedia.org/wiki/List_of_armored_cruisers_of_Germany,0,0,0,0
151801,what caused world war 2,Melanie,http://en.wikipedia.org/wiki/Empress_of_Britain_(1930),0,0,0,0
151801,what caused world war 2,Melanie,http://en.wikipedia.org/wiki/RMS_Empress_of_Britain_(1930),0,0,0,0
151801,what caused world war 2,Melanie,http://en.wikipedia.org/wiki/RMS_Empress_of_Britain_(1931),0,0,0,0
151801,what caused world war 2,Melanie,https://en.wikipedia.org/wiki/Paraguay_during_World_War_II,1,1,1,1
151801,what caused world war 2,Melanie,https://en.wikipedia.org/wiki/History_of_military_nutrition,0,0,0,0
151801,what caused world war 2,Melanie,https://en.wikipedia.org/wiki/Iceland_in_World_War_II,1,1,1,1
151801,what caused world war 2,Melanie,https://en.wikipedia.org/wiki/Iceland_during_World_War_II,1,1,1,1
151801,what caused world war 2,Melanie,http://en.wikipedia.org/wiki/Day_the_World_Ended,0,0,0,0
151801,what caused world war 2,Melanie,https://en.wikipedia.org/wiki/M42_United_Defense,0,0,0,0
151801,what caused world war 2,Melanie,https://en.wikipedia.org/wiki/United_Defense_M42,0,0,0,0
151801,what caused world war 2,Melanie,https://en.wikipedia.org/wiki/France_declaration_of_war_on_Germany_(1939),1,0,0,1
151801,what caused world war 2,Melanie,https://en.wikipedia.org/wiki/French_declaration_of_war_on_Germany_(1939),1,0,0,1
151801,what caused world war 2,Melanie,https://en.wikipedia.org/wiki/Germany_Must_Perish!,0,0,0,0
151801,what caused world war 2,Melanie,https://en.wikipedia.org/wiki/Art_and_World_War_II,0,0,1,1
151801,what caused world war 2,Melanie,https://en.wikipedia.org/wiki/Environmental_effects_of_the_Syrian_Civil_War,0,0,0,0
151801,what caused world war 2,Melanie,https://en.wikipedia.org/wiki/Civilian_casualties_in_the_war_in_Afghanistan_(2001%E2%80%93present),0,0,0,0
151801,what caused world war 2,Melanie,https://en.wikipedia.org/wiki/Civilian_casualties_of_the_war_in_Afghanistan_(2001%E2%80%93present),0,0,0,0
151801,what caused world war 2,Melanie,https://en.wikipedia.org/wiki/Civilian_casualties_in_the_war_in_Afghanistan_(2001%E2%80%9314),0,0,0,0
151801,what caused world war 2,Melanie,https://en.wikipedia.org/wiki/Civilian_casualties_in_the_war_in_Afghanistan_(2001%E2%80%932014),0,0,0,0
151801,what caused world war 2,Melanie,https://en.wikipedia.org/wiki/Civilian_casualties_in_the_War_in_Afghanistan_(2001%E2%80%93present),0,0,0,0
151801,what caused world war 2,Melanie,https://en.wikipedia.org/wiki/Civilian_casualties_of_the_War_in_Afghanistan_(2001%E2%80%93present),0,0,0,0
151801,what caused world war 2,Melanie,https://en.wikipedia.org/wiki/Serbian_American,0,0,0,0
151801,what caused world war 2,Melanie,https://en.wikipedia.org/wiki/Serbian_Americans,0,0,0,0
151801,what caused world war 2,Melanie,https://en.wikipedia.org/wiki/Empress_of_Britain_(1930),0,0,0,0
151801,what caused world war 2,Melanie,https://en.wikipedia.org/wiki/RMS_Empress_of_Britain_(1930),0,0,0,0
151801,what caused world war 2,Melanie,https://en.wikipedia.org/wiki/RMS_Empress_of_Britain_(1931),0,0,0,0
151801,what caused world war 2,Melanie,https://en.wikipedia.org/wiki/Communist_world,0,0,2,2
151801,what caused world war 2,Melanie,https://en.wikipedia.org/wiki/Second_world,0,0,2,2
151801,what caused world war 2,Melanie,https://en.wikipedia.org/wiki/Second_World,0,0,2,2
151801,what caused world war 2,Melanie,https://en.wikipedia.org/wiki/United_States_home_front_during_World_War_I,0,0,0,0
151801,what caused world war 2,Melanie,https://en.wikipedia.org/wiki/Ethnic_interest_groups_in_the_United_States,0,0,0,0
151801,what caused world war 2,Melanie,https://en.wikipedia.org/wiki/Effects_of_nuclear_explosions,0,0,0,0
151801,what caused world war 2,Melanie,https://en.wikipedia.org/wiki/History_of_the_United_States_public_debt,0,0,0,0
151801,what caused world war 2,Melanie,http://en.wikipedia.org/wiki/Bombing_of_Dublin_in_World_War_II,0,1,1,1
151801,what caused world war 2,Melanie,https://en.wikipedia.org/wiki/Hitler%27s_War_(novel),0,0,0,0
151801,what caused world war 2,Melanie,https://en.wikipedia.org/wiki/The_War_That_Came_Early,0,0,0,0
151801,what caused world war 2,Melanie,http://en.wikipedia.org/wiki/Emu_War,0,0,0,0
151801,what caused world war 2,Melanie,https://en.wikipedia.org/wiki/Munitions_of_War_Act_1915,0,0,0,0
151801,what caused world war 2,Melanie,https://en.wikipedia.org/wiki/Aftermath_of_the_Gulf_War,0,0,0,0
151801,what caused world war 2,Melanie,https://en.wikipedia.org/wiki/Hitler%27s_War_(game),0,0,1,1
151801,what caused world war 2,Melanie,http://en.wikipedia.org/wiki/Battle_of_Kranji,1,0,0,1
151801,what caused world war 2,Melanie,http://en.wikipedia.org/wiki/History_of_Poland_during_World_War_I,0,0,0,0
151801,what caused world war 2,Melanie,http://en.wikipedia.org/wiki/Aftermath_of_the_Gulf_War,0,0,0,0
151801,what caused world war 2,Melanie,http://en.wikipedia.org/wiki/Winter_of_1946%E2%80%931947_in_the_United_Kingdom,0,0,0,0
151801,what caused world war 2,Melanie,http://www.history.com/news/world-war-iis-bizarre-battle-of-los-angeles,0,1,1,1
151801,what caused world war 2,Melanie,https://en.wikipedia.org/wiki/The_German_War,0,0,1,1
151801,what caused world war 2,Melanie,https://en.wikipedia.org/wiki/Allied_naval_bombardments_of_Japan_during_World_War_II,0,1,0,1
151801,what caused world war 2,Melanie,https://en.wikipedia.org/wiki/Winter_War_in_contemporary_culture,0,0,0,0
151801,what caused world war 2,Melanie,https://en.wikipedia.org/wiki/Nuclear_explosion,0,0,0,0
151801,what caused world war 2,Melanie,https://en.wikipedia.org/wiki/Triple_Entente,0,0,0,0
151801,what caused world war 2,Melanie,https://en.wikipedia.org/wiki/History_of_military_technology,0,0,0,0
151801,what caused world war 2,Melanie,https://en.wikipedia.org/wiki/Military_funding_of_science,0,0,0,0
151801,what caused world war 2,Melanie,https://en.wikipedia.org/wiki/Soviet_Atomic_Spy_Ring,0,0,1,1
151801,what caused world war 2,Melanie,https://en.wikipedia.org/wiki/The_Valley-Westside_War,0,0,0,0
151801,what caused world war 2,Melanie,http://en.wikipedia.org/wiki/Tripod_(The_War_of_the_Worlds),0,0,0,0
151801,what caused world war 2,Melanie,http://en.wikipedia.org/wiki/Fighting_machine_(The_War_of_the_Worlds),0,0,0,0
151801,what caused world war 2,Melanie,http://en.wikipedia.org/wiki/Tripod_(War_of_the_Worlds),0,0,0,0
151801,what caused world war 2,Melanie,https://en.wikipedia.org/wiki/List_of_military_engagements_of_World_War_I,1,0,0,1
151801,what caused world war 2,Melanie,https://en.wikipedia.org/wiki/Civil_war,0,0,0,0
151801,what caused world war 2,Melanie,http://en.wikipedia.org/wiki/Mediterranean_U-boat_Campaign_(World_War_I),0,0,0,0
151801,what caused world war 2,Melanie,https://en.wikipedia.org/wiki/Racial_violence,1,0,0,1
151801,what caused world war 2,Melanie,https://en.wikipedia.org/wiki/Ethnic_violence,1,0,0,1
151801,what caused world war 2,Melanie,https://en.wikipedia.org/wiki/Final_War_of_the_Roman_Republic,0,0,0,0
151801,what caused world war 2,Melanie,http://en.wikipedia.org/wiki/Last_war_of_the_Roman_Republic,0,0,0,0
151801,what caused world war 2,Melanie,http://en.wikipedia.org/wiki/Final_war_of_the_Roman_Republic,0,0,0,0
151801,what caused world war 2,Melanie,http://en.wikipedia.org/wiki/Final_War_of_the_Roman_Republic,0,0,0,0
151801,what caused world war 2,Melanie,https://en.wikipedia.org/wiki/Last_war_of_the_Roman_Republic,0,0,0,0
151801,what caused world war 2,Melanie,https://en.wikipedia.org/wiki/Imphal_War_Cemetery,0,0,0,0
151801,what caused world war 2,Melanie,https://en.wikipedia.org/wiki/Finland_during_World_War_II,1,1,1,1
151801,what caused world war 2,Melanie,https://en.wikipedia.org/wiki/Military_history_of_Finland_during_World_War_II,1,1,1,1
151801,what caused world war 2,Melanie,https://en.wikipedia.org/wiki/World_federation,1,1,0,1
151801,what caused world war 2,Melanie,https://en.wikipedia.org/wiki/World_Federalism,1,1,0,1
151801,what caused world war 2,Melanie,https://en.wikipedia.org/wiki/World_federalism,1,1,0,1
151801,what caused world war 2,Melanie,https://en.wikipedia.org/wiki/Brazil_during_World_War_II,1,1,1,1
151801,what caused world war 2,Melanie,https://en.wikipedia.org/wiki/Brazilian_Expeditionary_Force,0,1,0,1
151802,United States battles won in WW2,Melanie,https://www.history.co.uk/articles/douglas-bader-the-double-amputee-flying-ace-of-the-battle-of-britain,0,0,0,0
151802,United States battles won in WW2,Melanie,https://www.history.co.uk/history-of-ww2/us-entry-and-alliance,1,1,1,1
151802,United States battles won in WW2,Melanie,https://www.history.co.uk/article/what-if-stalingrad-had-fallen,0,1,0,1
151802,United States battles won in WW2,Melanie,https://www.history.co.uk/articles/ww2,0,1,0,1
151802,United States battles won in WW2,Melanie,https://www.history.co.uk/history-of-ww2/disintegration,0,1,0,1
151802,United States battles won in WW2,Melanie,https://www.history.co.uk/history-of-ww2,0,1,0,1
151802,United States battles won in WW2,Melanie,https://www.history.co.uk/articles/what-if-japan-never-attacked-pearl-harbor,1,1,0,1
151802,United States battles won in WW2,Melanie,https://www.history.co.uk/article/how-brits-utilised-allotments-during-two-world-wars-the-era-of-%25E2%2580%2598growing-your-own%25E2%2580%2599,0,1,1,1
151802,United States battles won in WW2,Melanie,https://www.history.co.uk/history-of-ww2/imperial-japan,0,0,0,0
151802,United States battles won in WW2,Melanie,https://www.history.co.uk/articles/russia,0,1,0,1
151802,United States battles won in WW2,Melanie,https://www.history.co.uk/article/britain-declares-war-on-germany-%25E2%2580%2593-then-and-now,0,0,1,1
151802,United States battles won in WW2,Melanie,https://www.history.co.uk/articles/the-german-great-escape-of-camp-198,0,0,0,0
151802,United States battles won in WW2,Melanie,https://www.history.co.uk/shows/letters-of-love-in-ww2/articles/cyril-mowforth%25E2%2580%2599s-ww2-poetry,0,0,0,0
151802,United States battles won in WW2,Melanie,https://www.history.co.uk/articles/the-lives-of-hitler-and-stalin-two-sides-of-the-same-coin,0,0,0,0
151802,United States battles won in WW2,Melanie,https://en.wikipedia.org/wiki/Battle_of_Dogali,0,0,0,0
151802,United States battles won in WW2,Melanie,http://en.wikipedia.org/wiki/Battle_of_Dogali,0,0,0,0
151802,United States battles won in WW2,Melanie,http://en.wikipedia.org/wiki/General_(Germany),0,0,0,0
151802,United States battles won in WW2,Melanie,https://en.wikipedia.org/wiki/General_(Germany),0,0,0,0
151802,United States battles won in WW2,Melanie,https://www.history.co.uk/topics/history-of-ww2/nazi-germany,0,0,0,0
151802,United States battles won in WW2,Melanie,https://www.history.co.uk/history-of-ww2/nazi-germany,0,0,0,0
151802,United States battles won in WW2,Melanie,https://www.history.co.uk/shows/hunting-hitler/articles/did-hitler-survive-ww2,0,0,0,0
151802,United States battles won in WW2,Melanie,https://www.history.co.uk/the-battle-of-the-bulge,1,2,0,2
151802,United States battles won in WW2,Melanie,http://en.wikipedia.org/wiki/Type_V_ship,0,0,0,0
151802,United States battles won in WW2,Melanie,https://www.history.co.uk/articles/cold-war,0,0,0,0
151802,United States battles won in WW2,Melanie,https://www.history.co.uk/article/how-the-battle-of-britain-was-won,0,0,1,1
151802,United States battles won in WW2,Melanie,https://en.wikipedia.org/wiki/Military_history_of_Georgia,0,0,0,0
151802,United States battles won in WW2,Melanie,http://en.wikipedia.org/wiki/Military_history_of_Georgia,0,0,0,0
151802,United States battles won in WW2,Melanie,https://www.history.co.uk/articles/the-real-life-women-who-inspired-ww2-screen-heroines,0,0,0,0
151802,United States battles won in WW2,Melanie,https://en.wikipedia.org/wiki/World_War_I_in_literature,0,0,0,0
151802,United States battles won in WW2,Melanie,http://en.wikipedia.org/wiki/World_War_I_in_literature,0,0,0,0
151802,United States battles won in WW2,Melanie,http://en.wikipedia.org/wiki/World_War_I_novel,0,0,0,0
151802,United States battles won in WW2,Melanie,https://en.wikipedia.org/wiki/Football_in_Germany,0,0,0,0
151802,United States battles won in WW2,Melanie,http://en.wikipedia.org/wiki/Football_in_Germany,0,0,0,0
151802,United States battles won in WW2,Melanie,https://www.history.co.uk/article/syndrome-k-the-fake-ww2-disease-that-saved-jews-from-the-nazis,0,0,0,0
151802,United States battles won in WW2,Melanie,https://en.wikipedia.org/wiki/United_States_at_the_Olympics,0,0,0,0
151802,United States battles won in WW2,Melanie,https://www.history.co.uk/articles/lesser-known-facts-about-the-battle-of-the-somme,0,0,0,0
151802,United States battles won in WW2,Melanie,https://www.history.co.uk/history-of-ww2/battle-of-britain,0,0,1,1
151802,United States battles won in WW2,Melanie,https://en.wikipedia.org/wiki/The_Greatest_Battle,0,0,0,0
151802,United States battles won in WW2,Melanie,http://en.wikipedia.org/wiki/Battle_Force_(film),0,0,0,0
151802,United States battles won in WW2,Melanie,http://en.wikipedia.org/wiki/The_Greatest_Battle,0,0,0,0
151802,United States battles won in WW2,Melanie,https://en.wikipedia.org/wiki/Battle_Force_(film),0,0,0,0
151802,United States battles won in WW2,Melanie,https://en.wikipedia.org/wiki/Foreign_relations_of_Meiji_Japan,0,0,0,0
151802,United States battles won in WW2,Melanie,http://en.wikipedia.org/wiki/Foreign_relations_of_Meiji_Japan,0,0,0,0
151802,United States battles won in WW2,Melanie,https://www.history.co.uk/shows/lost-gold-of-wwii/articles/the-japanese-soldier-who-kept-on-fighting-after-ww2-had-finished,0,0,0,0
151802,United States battles won in WW2,Melanie,https://www.history.co.uk/articles/the-pals-battalions-of-world-war-i,0,0,0,0
151802,United States battles won in WW2,Melanie,https://www.history.co.uk/article/the-night-witches-of-world-war-two,0,0,0,0
151802,United States battles won in WW2,Melanie,https://en.wikipedia.org/wiki/List_of_rulers_of_Shan_states,0,0,0,0
151802,United States battles won in WW2,Melanie,http://en.wikipedia.org/wiki/Monument_to_the_Battle_of_the_Nations,0,0,0,0
151802,United States battles won in WW2,Melanie,https://en.wikipedia.org/wiki/Great_Britain_at_the_Olympics,0,0,0,0
151802,United States battles won in WW2,Melanie,https://en.wikipedia.org/wiki/German_armored_fighting_vehicle_production_during_World_War_II,0,0,0,0
151802,United States battles won in WW2,Melanie,https://en.wikipedia.org/wiki/German_armoured_fighting_vehicle_production_during_World_War_II,0,0,0,0
